Iterations,Accuracy (%),$\delta_{\max}$,ATK,b,Group
660,39.533253205128204,0.1875,StateOverride,1,Clique A
690,39.47315705128205,0.1875,StateOverride,1,Clique A
720,39.42307692307692,0.1875,StateOverride,1,Clique A
750,39.31290064102564,0.1875,StateOverride,1,Clique A
780,39.25280448717949,0.1875,StateOverride,1,Clique A
810,39.21274038461539,0.1875,StateOverride,1,Clique A
840,39.142628205128204,0.1875,StateOverride,1,Clique A
870,39.09254807692308,0.1875,StateOverride,1,Clique A
900,39.0625,0.1875,StateOverride,1,Clique A
930,39.0224358974359,0.1875,StateOverride,1,Clique A
960,38.99238782051282,0.1875,StateOverride,1,Clique A
990,38.952323717948715,0.1875,StateOverride,1,Clique A
1020,38.962339743589745,0.1875,StateOverride,1,Clique A
1050,38.952323717948715,0.1875,StateOverride,1,Clique A
1080,38.932291666666664,0.1875,StateOverride,1,Clique A
1110,38.91225961538461,0.1875,StateOverride,1,Clique A
1140,38.90224358974359,0.1875,StateOverride,1,Clique A
1170,38.83213141025641,0.1875,StateOverride,1,Clique A
1200,38.82211538461539,0.1875,StateOverride,1,Clique A
1230,38.81209935897436,0.1875,StateOverride,1,Clique A
1260,38.79206730769231,0.1875,StateOverride,1,Clique A
1290,38.76201923076923,0.1875,StateOverride,1,Clique A
1320,38.752003205128204,0.1875,StateOverride,1,Clique A
1350,38.73197115384615,0.1875,StateOverride,1,Clique A
1380,38.72195512820513,0.1875,StateOverride,1,Clique A
1410,38.70192307692308,0.1875,StateOverride,1,Clique A
1440,38.7119391025641,0.1875,StateOverride,1,Clique A
1470,38.72195512820513,0.1875,StateOverride,1,Clique A
0,33.91426282051282,0.1875,StateOverride,1,Clique B
30,35.27644230769231,0.1875,StateOverride,1,Clique B
60,38.14102564102564,0.1875,StateOverride,1,Clique B
90,40.524839743589745,0.1875,StateOverride,1,Clique B
120,41.296073717948715,0.1875,StateOverride,1,Clique B
150,41.93709935897436,0.1875,StateOverride,1,Clique B
180,42.13741987179487,0.1875,StateOverride,1,Clique B
210,42.13741987179487,0.1875,StateOverride,1,Clique B
240,42.01722756410256,0.1875,StateOverride,1,Clique B
270,41.85697115384615,0.1875,StateOverride,1,Clique B
300,41.72676282051282,0.1875,StateOverride,1,Clique B
330,41.41626602564103,0.1875,StateOverride,1,Clique B
360,41.13581730769231,0.1875,StateOverride,1,Clique B
390,40.89543269230769,0.1875,StateOverride,1,Clique B
420,40.38461538461539,0.1875,StateOverride,1,Clique B
450,39.743589743589745,0.1875,StateOverride,1,Clique B
480,38.89222756410256,0.1875,StateOverride,1,Clique B
510,37.84054487179487,0.1875,StateOverride,1,Clique B
540,37.009214743589745,0.1875,StateOverride,1,Clique B
570,36.37820512820513,0.1875,StateOverride,1,Clique B
600,36.12780448717949,0.1875,StateOverride,1,Clique B
630,36.00761217948718,0.1875,StateOverride,1,Clique B
660,35.99759615384615,0.1875,StateOverride,1,Clique B
690,35.94751602564103,0.1875,StateOverride,1,Clique B
720,35.8974358974359,0.1875,StateOverride,1,Clique B
750,35.77724358974359,0.1875,StateOverride,1,Clique B
780,35.71714743589744,0.1875,StateOverride,1,Clique B
810,35.69711538461539,0.1875,StateOverride,1,Clique B
840,35.627003205128204,0.1875,StateOverride,1,Clique B
870,35.55689102564103,0.1875,StateOverride,1,Clique B
900,35.52684294871795,0.1875,StateOverride,1,Clique B
930,35.45673076923077,0.1875,StateOverride,1,Clique B
960,35.42668269230769,0.1875,StateOverride,1,Clique B
990,35.37660256410256,0.1875,StateOverride,1,Clique B
1020,35.36658653846154,0.1875,StateOverride,1,Clique B
1050,35.33653846153846,0.1875,StateOverride,1,Clique B
1080,35.32652243589744,0.1875,StateOverride,1,Clique B
1110,35.32652243589744,0.1875,StateOverride,1,Clique B
1140,35.30649038461539,0.1875,StateOverride,1,Clique B
1170,35.30649038461539,0.1875,StateOverride,1,Clique B
1200,35.29647435897436,0.1875,StateOverride,1,Clique B
1230,35.286458333333336,0.1875,StateOverride,1,Clique B
1260,35.266426282051285,0.1875,StateOverride,1,Clique B
1290,35.256410256410255,0.1875,StateOverride,1,Clique B
1320,35.22636217948718,0.1875,StateOverride,1,Clique B
1350,35.22636217948718,0.1875,StateOverride,1,Clique B
1380,35.20633012820513,0.1875,StateOverride,1,Clique B
1410,35.1963141025641,0.1875,StateOverride,1,Clique B
1440,35.16626602564103,0.1875,StateOverride,1,Clique B
1470,35.15625,0.1875,StateOverride,1,Clique B
0,31.951121794871796,0.25,StateOverride,1,All
30,57.63221153846154,0.25,StateOverride,1,All
60,69.60136217948718,0.25,StateOverride,1,All
90,72.46594551282051,0.25,StateOverride,1,All
120,73.4775641025641,0.25,StateOverride,1,All
150,73.66786858974359,0.25,StateOverride,1,All
180,73.3173076923077,0.25,StateOverride,1,All
210,72.3457532051282,0.25,StateOverride,1,All
240,70.84334935897436,0.25,StateOverride,1,All
270,68.26923076923077,0.25,StateOverride,1,All
300,64.87379807692308,0.25,StateOverride,1,All
330,62.82051282051282,0.25,StateOverride,1,All
360,65.87540064102564,0.25,StateOverride,1,All
390,69.70152243589743,0.25,StateOverride,1,All
420,65.09415064102564,0.25,StateOverride,1,All
450,65.28445512820512,0.25,StateOverride,1,All
480,64.81370192307692,0.25,StateOverride,1,All
510,60.51682692307692,0.25,StateOverride,1,All
540,48.91826923076923,0.25,StateOverride,1,All
570,41.41626602564103,0.25,StateOverride,1,All
600,33.723958333333336,0.25,StateOverride,1,All
630,24.49919871794872,0.25,StateOverride,1,All
660,19.401041666666668,0.25,StateOverride,1,All
690,14.743589743589743,0.25,StateOverride,1,All
720,10.326522435897436,0.25,StateOverride,1,All
750,10.31650641025641,0.25,StateOverride,1,All
780,10.31650641025641,0.25,StateOverride,1,All
810,10.31650641025641,0.25,StateOverride,1,All
840,10.326522435897436,0.25,StateOverride,1,All
870,10.657051282051283,0.25,StateOverride,1,All
900,13.83213141025641,0.25,StateOverride,1,All
930,17.85857371794872,0.25,StateOverride,1,All
960,15.85536858974359,0.25,StateOverride,1,All
990,14.352964743589743,0.25,StateOverride,1,All
1020,13.481570512820513,0.25,StateOverride,1,All
1050,13.070913461538462,0.25,StateOverride,1,All
1080,12.930689102564102,0.25,StateOverride,1,All
1110,12.830528846153847,0.25,StateOverride,1,All
1140,12.75040064102564,0.25,StateOverride,1,All
1170,12.670272435897436,0.25,StateOverride,1,All
1200,12.630208333333334,0.25,StateOverride,1,All
1230,12.600160256410257,0.25,StateOverride,1,All
1260,12.59014423076923,0.25,StateOverride,1,All
1290,12.59014423076923,0.25,StateOverride,1,All
1320,12.540064102564102,0.25,StateOverride,1,All
1350,12.5,0.25,StateOverride,1,All
1380,12.5,0.25,StateOverride,1,All
1410,12.5,0.25,StateOverride,1,All
1440,12.489983974358974,0.25,StateOverride,1,All
1470,12.479967948717949,0.25,StateOverride,1,All
0,37.94070512820513,0.25,StateOverride,1,Clique A
30,39.20272435897436,0.25,StateOverride,1,Clique A
60,39.65344551282051,0.25,StateOverride,1,Clique A
90,40.124198717948715,0.25,StateOverride,1,Clique A
120,41.65665064102564,0.25,StateOverride,1,Clique A
150,42.678285256410255,0.25,StateOverride,1,Clique A
180,42.89863782051282,0.25,StateOverride,1,Clique A
210,42.6181891025641,0.25,StateOverride,1,Clique A
240,41.91706730769231,0.25,StateOverride,1,Clique A
270,40.87540064102564,0.25,StateOverride,1,Clique A
300,40.02403846153846,0.25,StateOverride,1,Clique A
330,39.79366987179487,0.25,StateOverride,1,Clique A
360,39.70352564102564,0.25,StateOverride,1,Clique A
390,39.57331730769231,0.25,StateOverride,1,Clique A
420,39.40304487179487,0.25,StateOverride,1,Clique A
450,39.142628205128204,0.25,StateOverride,1,Clique A
480,38.671875,0.25,StateOverride,1,Clique A
510,37.810496794871796,0.25,StateOverride,1,Clique A
540,35.27644230769231,0.25,StateOverride,1,Clique A
570,32.57211538461539,0.25,StateOverride,1,Clique A
600,30.278445512820515,0.25,StateOverride,1,Clique A
630,29.537259615384617,0.25,StateOverride,1,Clique A
660,28.565705128205128,0.25,StateOverride,1,Clique A
690,24.849759615384617,0.25,StateOverride,1,Clique A
720,13.51161858974359,0.25,StateOverride,1,Clique A
750,10.31650641025641,0.25,StateOverride,1,Clique A
780,10.31650641025641,0.25,StateOverride,1,Clique A
810,10.31650641025641,0.25,StateOverride,1,Clique A
840,10.31650641025641,0.25,StateOverride,1,Clique A
870,10.31650641025641,0.25,StateOverride,1,Clique A
900,10.31650641025641,0.25,StateOverride,1,Clique A
930,10.31650641025641,0.25,StateOverride,1,Clique A
960,10.31650641025641,0.25,StateOverride,1,Clique A
990,10.31650641025641,0.25,StateOverride,1,Clique A
1020,10.31650641025641,0.25,StateOverride,1,Clique A
1050,10.31650641025641,0.25,StateOverride,1,Clique A
1080,10.31650641025641,0.25,StateOverride,1,Clique A
1110,10.31650641025641,0.25,StateOverride,1,Clique A
1140,10.31650641025641,0.25,StateOverride,1,Clique A
1170,10.31650641025641,0.25,StateOverride,1,Clique A
1200,10.31650641025641,0.25,StateOverride,1,Clique A
1230,10.31650641025641,0.25,StateOverride,1,Clique A
1260,10.31650641025641,0.25,StateOverride,1,Clique A
1290,10.31650641025641,0.25,StateOverride,1,Clique A
1320,10.31650641025641,0.25,StateOverride,1,Clique A
1350,10.31650641025641,0.25,StateOverride,1,Clique A
1380,10.31650641025641,0.25,StateOverride,1,Clique A
1410,10.31650641025641,0.25,StateOverride,1,Clique A
1440,10.31650641025641,0.25,StateOverride,1,Clique A
1470,10.31650641025641,0.25,StateOverride,1,Clique A
0,33.79407051282051,0.25,StateOverride,1,Clique B
30,35.15625,0.25,StateOverride,1,Clique B
60,37.33974358974359,0.25,StateOverride,1,Clique B
90,39.59334935897436,0.25,StateOverride,1,Clique B
120,40.56490384615385,0.25,StateOverride,1,Clique B
150,40.81530448717949,0.25,StateOverride,1,Clique B
180,40.80528846153846,0.25,StateOverride,1,Clique B
210,40.625,0.25,StateOverride,1,Clique B
240,40.26442307692308,0.25,StateOverride,1,Clique B
270,39.79366987179487,0.25,StateOverride,1,Clique B
300,38.85216346153846,0.25,StateOverride,1,Clique B
330,37.44991987179487,0.25,StateOverride,1,Clique B
360,36.34815705128205,0.25,StateOverride,1,Clique B
390,36.08774038461539,0.25,StateOverride,1,Clique B
420,35.86738782051282,0.25,StateOverride,1,Clique B
450,35.51682692307692,0.25,StateOverride,1,Clique B
480,34.73557692307692,0.25,StateOverride,1,Clique B
510,33.36338141025641,0.25,StateOverride,1,Clique B
540,29.487179487179485,0.25,StateOverride,1,Clique B
570,19.060496794871796,0.25,StateOverride,1,Clique B
600,9.575320512820513,0.25,StateOverride,1,Clique B
630,9.575320512820513,0.25,StateOverride,1,Clique B
660,9.575320512820513,0.25,StateOverride,1,Clique B
690,9.575320512820513,0.25,StateOverride,1,Clique B
720,9.575320512820513,0.25,StateOverride,1,Clique B
750,9.575320512820513,0.25,StateOverride,1,Clique B
780,9.575320512820513,0.25,StateOverride,1,Clique B
810,9.575320512820513,0.25,StateOverride,1,Clique B
840,9.575320512820513,0.25,StateOverride,1,Clique B
870,9.575320512820513,0.25,StateOverride,1,Clique B
900,9.575320512820513,0.25,StateOverride,1,Clique B
930,9.575320512820513,0.25,StateOverride,1,Clique B
960,9.575320512820513,0.25,StateOverride,1,Clique B
990,9.575320512820513,0.25,StateOverride,1,Clique B
1020,9.575320512820513,0.25,StateOverride,1,Clique B
1050,9.575320512820513,0.25,StateOverride,1,Clique B
1080,9.575320512820513,0.25,StateOverride,1,Clique B
1110,9.575320512820513,0.25,StateOverride,1,Clique B
1140,9.575320512820513,0.25,StateOverride,1,Clique B
1170,9.575320512820513,0.25,StateOverride,1,Clique B
1200,9.575320512820513,0.25,StateOverride,1,Clique B
1230,9.575320512820513,0.25,StateOverride,1,Clique B
1260,9.575320512820513,0.25,StateOverride,1,Clique B
1290,9.575320512820513,0.25,StateOverride,1,Clique B
1320,9.575320512820513,0.25,StateOverride,1,Clique B
1350,9.575320512820513,0.25,StateOverride,1,Clique B
1380,9.575320512820513,0.25,StateOverride,1,Clique B
1410,9.575320512820513,0.25,StateOverride,1,Clique B
1440,9.575320512820513,0.25,StateOverride,1,Clique B
1470,9.575320512820513,0.25,StateOverride,1,Clique B
